[20230915 11:33:52 INFO    ] {'dataset_name': 'samsung', 'train_dis_path': '/mnt/IQA_dataset/PIPAL22/Train_dis/', 'val_dis_path': '/mnt/IQA_dataset/PIPAL22/Val_dis/', 'pipal22_train_label': './data/PIPAL22/pipal22_train.txt', 'pipal22_val_txt_label': './data/PIPAL22/pipal22_val.txt', 'kadid10k_path': '/mnt/IQA_dataset/kadid10k/images/', 'kadid10k_label': './data/kadid10k/kadid10k_label.txt', 'koniq10k_path': '/mnt/IQA_dataset/1024x768/', 'koniq10k_label': './data/koniq10k/koniq10k_label.txt', 'samsung_train_path': '../samsung_LK99/dataset/train_mos.csv', 'samsung_valid_path': '../samsung_LK99/dataset/valid_mos.csv', 'batch_size': 8, 'learning_rate': 1e-05, 'weight_decay': 1e-05, 'n_epoch': 300, 'val_freq': 1, 'T_max': 50, 'eta_min': 0, 'num_avg_val': 1, 'num_workers': 8, 'split_seed': 20, 'train_keep_ratio': 1.0, 'val_keep_ratio': 1.0, 'crop_size': 384, 'prob_aug': 0.7, 'patch_size': 16, 'img_size': 384, 'embed_dim': 768, 'dim_mlp': 768, 'num_heads': [4, 4], 'window_size': 4, 'depths': [2, 2], 'num_outputs': 1, 'num_tab': 2, 'scale': 0.8, 'model_name': 'samsung', 'type_name': 'samsung', 'ckpt_path': '/data2/samsung_IC/MANIQA_new_vit_semi_sup/samsung/samsung', 'log_path': './data2/samsung_IC/MANIQA_new_vit_semi_sup/log/samsung', 'log_file': 'samsung.log', 'tensorboard_path': '/data2/samsung_IC/MANIQA_new_vit_semi_sup/tensorboard/samsung/samsung'}
[20230916 01:17:49 INFO    ] Epoch 11 done. Time: 7.5e+01min
[20230916 01:17:49 INFO    ] Running training epoch 12
[20230916 02:25:43 INFO    ] train epoch:12 / total_loss:1.128 / score_loss:0.04096 / sup_loss:1.087 / SRCC:0.9661 / PLCC:0.9687
[20230916 02:25:43 INFO    ] Starting eval...
[20230916 02:25:43 INFO    ] Running testing in epoch 12
[20230916 02:32:38 INFO    ] Epoch:12 ===== loss:1.459 ===== score_loss:0.3804 ===== sup_loss:1.079 ===== SRCC:0.6949 ===== PLCC:0.7104
[20230916 02:32:38 INFO    ] Eval done...
[20230916 02:32:38 INFO    ] Epoch 12 done. Time: 7.5e+01min
[20230916 02:32:38 INFO    ] Running training epoch 13
[20230916 03:40:34 INFO    ] train epoch:13 / total_loss:1.124 / score_loss:0.03682 / sup_loss:1.087 / SRCC:0.9694 / PLCC:0.9719
[20230916 03:40:34 INFO    ] Starting eval...
[20230916 03:40:34 INFO    ] Running testing in epoch 13
[20230916 03:47:28 INFO    ] Epoch:13 ===== loss:1.415 ===== score_loss:0.3336 ===== sup_loss:1.081 ===== SRCC:0.6959 ===== PLCC:0.7119
[20230916 03:47:28 INFO    ] Eval done...
[20230916 03:47:28 INFO    ] Epoch 13 done. Time: 7.5e+01min
[20230916 03:47:28 INFO    ] Running training epoch 14
[20230916 04:55:30 INFO    ] train epoch:14 / total_loss:1.12 / score_loss:0.03401 / sup_loss:1.086 / SRCC:0.9713 / PLCC:0.9741
[20230916 04:55:30 INFO    ] Starting eval...
[20230916 04:55:30 INFO    ] Running testing in epoch 14
[20230916 05:02:26 INFO    ] Epoch:14 ===== loss:1.422 ===== score_loss:0.3422 ===== sup_loss:1.08 ===== SRCC:0.6907 ===== PLCC:0.7077
[20230916 05:02:26 INFO    ] Eval done...
[20230916 05:02:26 INFO    ] Epoch 14 done. Time: 7.5e+01min
[20230916 05:02:26 INFO    ] Running training epoch 15
[20230916 06:10:27 INFO    ] train epoch:15 / total_loss:1.117 / score_loss:0.03148 / sup_loss:1.085 / SRCC:0.9736 / PLCC:0.976
[20230916 06:10:27 INFO    ] Starting eval...
[20230916 06:10:27 INFO    ] Running testing in epoch 15
[20230916 06:17:21 INFO    ] Epoch:15 ===== loss:1.416 ===== score_loss:0.3362 ===== sup_loss:1.08 ===== SRCC:0.6983 ===== PLCC:0.7147
[20230916 06:17:21 INFO    ] Eval done...
[20230916 06:17:21 INFO    ] Epoch 15 done. Time: 7.5e+01min
[20230916 06:17:21 INFO    ] Running training epoch 16
[20230916 07:25:19 INFO    ] train epoch:16 / total_loss:1.114 / score_loss:0.02871 / sup_loss:1.085 / SRCC:0.9761 / PLCC:0.9782
[20230916 07:25:19 INFO    ] Starting eval...
[20230916 07:25:19 INFO    ] Running testing in epoch 16
[20230916 07:32:14 INFO    ] Epoch:16 ===== loss:1.425 ===== score_loss:0.3464 ===== sup_loss:1.079 ===== SRCC:0.7012 ===== PLCC:0.7171
[20230916 07:32:14 INFO    ] Eval done...
[20230916 07:32:14 INFO    ] Epoch 16 done. Time: 7.5e+01min
[20230916 07:32:14 INFO    ] Running training epoch 17
[20230916 08:40:07 INFO    ] train epoch:17 / total_loss:1.111 / score_loss:0.0272 / sup_loss:1.084 / SRCC:0.9774 / PLCC:0.9793
[20230916 08:40:07 INFO    ] Starting eval...
[20230916 08:40:07 INFO    ] Running testing in epoch 17
[20230916 08:47:01 INFO    ] Epoch:17 ===== loss:1.421 ===== score_loss:0.3405 ===== sup_loss:1.08 ===== SRCC:0.6977 ===== PLCC:0.7126
[20230916 08:47:01 INFO    ] Eval done...
[20230916 08:47:01 INFO    ] Epoch 17 done. Time: 7.5e+01min
[20230916 08:47:01 INFO    ] Running training epoch 18
[20230916 09:54:57 INFO    ] train epoch:18 / total_loss:1.109 / score_loss:0.02595 / sup_loss:1.083 / SRCC:0.9783 / PLCC:0.9803
[20230916 09:54:57 INFO    ] Starting eval...
[20230916 09:54:57 INFO    ] Running testing in epoch 18
[20230916 10:01:52 INFO    ] Epoch:18 ===== loss:1.424 ===== score_loss:0.3429 ===== sup_loss:1.081 ===== SRCC:0.6985 ===== PLCC:0.7155
[20230916 10:01:52 INFO    ] Eval done...
[20230916 10:01:52 INFO    ] Epoch 18 done. Time: 7.5e+01min
[20230916 10:01:52 INFO    ] Running training epoch 19
[20230916 11:09:52 INFO    ] train epoch:19 / total_loss:1.108 / score_loss:0.02431 / sup_loss:1.084 / SRCC:0.9796 / PLCC:0.9816
[20230916 11:09:52 INFO    ] Starting eval...
[20230916 11:09:52 INFO    ] Running testing in epoch 19
[20230916 11:16:47 INFO    ] Epoch:19 ===== loss:1.421 ===== score_loss:0.3394 ===== sup_loss:1.081 ===== SRCC:0.6963 ===== PLCC:0.7115
[20230916 11:16:47 INFO    ] Eval done...
[20230916 11:16:47 INFO    ] Epoch 19 done. Time: 7.5e+01min
[20230916 11:16:47 INFO    ] Running training epoch 20
[20230916 12:24:46 INFO    ] train epoch:20 / total_loss:1.107 / score_loss:0.02324 / sup_loss:1.084 / SRCC:0.9807 / PLCC:0.9824
[20230916 12:24:46 INFO    ] Starting eval...
[20230916 12:24:46 INFO    ] Running testing in epoch 20
[20230916 12:31:40 INFO    ] Epoch:20 ===== loss:1.42 ===== score_loss:0.3418 ===== sup_loss:1.078 ===== SRCC:0.7013 ===== PLCC:0.7177
[20230916 12:31:40 INFO    ] Eval done...
[20230916 12:31:40 INFO    ] Epoch 20 done. Time: 7.5e+01min
[20230916 12:31:40 INFO    ] Running training epoch 21
